FECHA Y HORA,FECHA,HORA,LINEA,MOTIVO,DURACION
23/05/2019 16:16,23/05/19,16:16:04,D,Servicio con demora debido a un problematecnico,02:25:58
28/03/2019 00:42,28/03/19,00:42:07,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,02:23:57
19/10/2019 19:34,19/10/19,19:34:05,D,Trenes no se detienen en estacion 9 de Julio por operativo de seguridad en superficie,02:22:08
30/10/2019 20:32,30/10/19,20:32:15,D,Servicio con demora debido a un problematecnico en una formacion,02:15:58
27/03/2019 22:42,27/03/19,22:42:10,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:57:55
14/08/2019 08:40,14/08/19,08:40:05,D,Servicio interrumpido por medida de fuerza gremial,01:50:13
19/10/2019 17:58,19/10/19,17:58:04,D,Los trenes no se detienen en estacion9 de Julio por operativo de seguridad.,01:34:06
11/03/2019 18:56,11/03/19,18:56:02,D,Servicio limitado entre Catedral y Aguero,01:34:01
15/06/2019 16:04,15/06/19,16:04:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:33:59
19/10/2019 21:58,19/10/19,21:58:03,D,Trenes no se detienen en 9 de Julio y Tribunales por operativo de seguridad,01:32:01
27/05/2019 12:12,27/05/19,12:12:02,D,Servicio con demora debido a un problematecnico,01:30:02
02/09/2019 10:40,02/09/19,10:40:05,D,Servicio limitado Congreso de Tucuman y S. Ortiz por arrollamiento de persona,01:27:58
05/02/2019 21:14,05/02/19,21:14:08,D,Los trenes no se detienen en Jose Hernandez,01:24:00
23/07/2019 12:54,23/07/19,12:54:03,D,Servicio limitado entre Catedral y Carranza,01:24:00
22/06/2019 18:38,22/06/19,18:38:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,01:23:59
22/01/2019 22:08,22/01/19,22:08:09,D,Servicio con demora,01:23:53
14/01/2019 10:42,14/01/19,10:42:08,D,Servicio con demora debido a un problematecnico,01:11:55
18/06/2019 10:12,18/06/19,10:12:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:08:09
30/12/2019 15:26,30/12/19,15:26:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,01:08:00
21/07/2019 22:28,21/07/19,22:28:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:06:10
21/10/2019 16:58,21/10/19,16:58:05,D,Servicio con demora,01:06:00
13/06/2019 15:46,13/06/19,15:46:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:02:10
22/03/2019 22:14,22/03/19,22:14:10,D,Servicio con demora,01:01:57
31/10/2019 21:58,31/10/19,21:58:11,D,Servicio con demora debido a un problematecnico en una formacion,01:00:04
30/10/2019 16:40,30/10/19,16:40:05,D,Servicio con demora debido a un problematecnico en una formacion,01:00:01
10/06/2019 12:52,10/06/19,12:52:09,D,Servicio con demora debido a un problematecnico en una formacion,00:59:54
12/07/2019 09:12,12/07/19,09:12:11,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:57:52
30/10/2019 14:12,30/10/19,14:12:12,D,Servicio con demora debido a un problematecnico en una formacion,00:55:54
29/05/2019 08:26,29/05/19,08:26:11,D,Servicio interrumpido por medida de fuerza gremial,00:53:51
23/05/2019 22:30,23/05/19,22:30:02,D,Servicio con demora,00:52:00
14/06/2019 21:18,14/06/19,21:18:04,D,Servicio con demora debido a un problematecnico en una formacion,00:50:07
16/01/2019 22:02,16/01/19,22:02:03,D,Servicio con demora,00:49:59
12/09/2019 17:48,12/09/19,17:48:08,D,Servicio con demora debido a un problematecnico,00:48:02
12/03/2019 12:14,12/03/19,12:14:04,D,Con demora por factores clima¡ticos,00:47:59
16/04/2019 18:32,16/04/19,18:32:02,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:46:08
06/07/2019 11:00,06/07/19,11:00:02,D,Los trenes con destino a Catedral no se detienen en Scalabrini Ortiz.,00:44:03
16/07/2019 11:26,16/07/19,11:26:11,D,Servicio con demora,00:43:51
24/06/2019 22:18,24/06/19,22:18:02,D,Servicio con demora,00:42:08
11/07/2019 20:26,11/07/19,20:26:04,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:42:05
26/03/2019 16:14,26/03/19,16:14:11,D,Servicio con demora debido a un problematecnico,00:39:53
11/07/2019 21:12,11/07/19,21:12:11,D,Servicio con demora,00:39:51
04/11/2019 18:02,04/11/19,18:02:04,D,Servicio con demora debido a un problematecnico en una formacion,00:38:02
16/06/2019 22:14,16/06/19,22:14:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:38:01
08/03/2019 20:42,08/03/19,20:42:09,D,Servicio con demora debido a un problematecnico en una formacion,00:37:55
21/05/2019 08:32,21/05/19,08:32:08,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:37:54
23/03/2019 18:52,23/03/19,18:52:11,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:37:52
23/05/2019 21:36,23/05/19,21:36:08,D,Servicio con demora,00:36:01
04/04/2019 21:00,04/04/19,21:00:02,D,Servicio con demora debido a un problematecnico,00:36:00
12/07/2019 10:12,12/07/19,10:12:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:36:00
09/04/2019 19:40,09/04/19,19:40:12,D,Servicio limitado entre Catedral y Carranza,00:35:57
09/05/2019 22:42,09/05/19,22:42:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:34:07
24/05/2019 11:42,24/05/19,11:42:07,D,Servicio con demora,00:33:55
09/05/2019 22:08,09/05/19,22:08:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:32:01
27/08/2019 18:28,27/08/19,18:28:04,D,Servicio con demora debido a un problematecnico en una formacion,00:32:00
23/07/2019 14:26,23/07/19,14:26:02,D,Servicio con demora,00:30:10
31/05/2019 21:50,31/05/19,21:50:03,D,Servicio con demora,00:30:08
03/04/2019 20:18,03/04/19,20:18:08,D,Servicio con demora debido a un problematecnico en una formacion,00:30:01
12/08/2019 21:38,12/08/19,21:38:05,D,Servicio limitado entre Catedral y Carranza,00:29:57
22/08/2019 09:26,22/08/19,09:26:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:29:51
11/07/2019 19:12,11/07/19,19:12:12,D,Servicio con demora debido a un problematecnico en una formacion,00:29:50
07/06/2019 18:38,07/06/19,18:38:04,D,Servicio con demora,00:27:57
12/07/2019 08:44,12/07/19,08:44:03,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:26:02
26/07/2019 21:22,26/07/19,21:22:02,D,Servicio con demora,00:26:01
20/12/2019 21:18,20/12/19,21:18:05,D,Servicio con demora por procedimiento policial.,00:26:01
25/08/2019 21:52,25/08/19,21:52:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:24:07
01/11/2019 00:00,01/11/19,00:00:09,D,Servicio con demora debido a un problematecnico en una formacion,00:24:05
19/11/2019 22:38,19/11/19,22:38:03,D,Servicio con demora debido a un problematecnico en una formacion,00:24:05
22/01/2019 21:38,22/01/19,21:38:09,D,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:23:55
18/06/2019 09:46,18/06/19,09:46:12,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:23:54
29/10/2019 17:24,29/10/19,17:24:13,D,Servicio con demora,00:23:49
25/08/2019 23:34,25/08/19,23:34:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:22:05
12/06/2019 20:26,12/06/19,20:26:05,D,Servicio con demora debido a un problematecnico en una formacion,00:22:03
02/05/2019 22:52,02/05/19,22:52:08,D,Servicio con demora,00:22:01
11/04/2019 13:04,11/04/19,13:04:11,D,Servicio con demora,00:22:00
23/05/2019 20:34,23/05/19,20:34:02,D,Servicio con demora debido a un problematecnico en una formacion,00:22:00
03/11/2019 02:02,03/11/19,02:02:13,D,Servicio limitado entre las estaciones Catedral y Carranza,00:21:59
04/10/2019 18:40,04/10/19,18:40:15,D,Servicio limitado entre las estaciones Catedral y Carranza,00:21:48
04/11/2019 14:30,04/11/19,14:30:07,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:20:04
03/04/2019 19:56,03/04/19,19:56:03,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:20:01
16/09/2019 14:00,16/09/19,14:00:02,D,Servicio con demora debido a un problematecnico,00:20:00
04/11/2019 18:56,04/11/19,18:56:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,00:20:00
04/10/2019 18:18,04/10/19,18:18:05,D,Servicio limitado entre las estaciones Catedral y Carranza,00:19:59
17/05/2019 17:38,17/05/19,17:38:04,D,Servicio con demora debido a un problematecnico en una formacion,00:19:58
12/04/2019 20:24,12/04/19,20:24:09,D,Con demora por falta de suministro de energia electrica,00:19:54
02/05/2019 22:28,02/05/19,22:28:09,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:19:53
05/09/2019 22:36,05/09/19,22:36:10,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:19:52
27/05/2019 21:56,27/05/19,21:56:11,D,Servicio con demora debido a un problematecnico,00:19:51
28/11/2019 19:32,28/11/19,19:32:14,D,Servicio con demora,00:18:11
26/03/2019 15:46,26/03/19,15:46:02,D,Servicio con demora debido a un problematecnico,00:18:01
28/11/2019 20:46,28/11/19,20:46:04,D,Servicio con demora,00:18:00
17/05/2019 14:28,17/05/19,14:28:02,D,Servicio con demora debido a un problematecnico en una formacion,00:17:59
25/05/2019 00:44,25/05/19,00:44:10,D,Servicio con demora debido a un problematecnico,00:17:57
07/05/2019 12:46,07/05/19,12:46:08,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:17:56
12/08/2019 22:14,12/08/19,22:14:13,D,Servicio con demora,00:17:51
28/11/2019 19:10,28/11/19,19:10:10,D,Servicio limitado entre las estaciones Catedral y Carranza,00:16:04
23/06/2019 12:06,23/06/19,12:06:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:16:02
01/10/2019 13:02,01/10/19,13:02:15,D,Servicio con demora debido a un problematecnico en una formacion,00:16:00
21/05/2019 09:12,21/05/19,09:12:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:15:58
23/05/2019 11:20,23/05/19,11:20:11,D,Servicio con demora debido a un problematecnico en una formacion,00:15:57
21/10/2019 16:32,21/10/19,16:32:06,D,Servicio limitado entre las estaciones Catedral y Jose Hernandez,00:15:57
06/05/2019 18:50,06/05/19,18:50:09,D,Servicio con demora debido a un problematecnico en una formacion,00:15:54
27/12/2019 12:32,27/12/19,12:32:02,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:14:14
25/05/2019 00:26,25/05/19,00:26:04,D,Servicio con demora por obras de mejora,00:14:06
26/01/2019 15:32,26/01/19,15:32:02,D,Servicio limitado entre Catedral Y Plaza Italia,00:14:06
13/05/2019 23:20,13/05/19,23:20:04,D,Servicio limitado entre Catedral y J.Hernandez,00:14:04
02/03/2019 20:22,02/03/19,20:22:05,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:14:01
03/06/2019 10:32,03/06/19,10:32:04,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:13:58
17/05/2019 20:44,17/05/19,20:44:08,D,Con demora por presencia de persona en la zona de vias,00:13:56
21/06/2019 20:20,21/06/19,20:20:06,D,Servicio con demora debido a un problematecnico en una formacion,00:13:56
10/05/2019 18:34,10/05/19,18:34:10,D,Servicio con demora,00:13:54
21/03/2019 18:18,21/03/19,18:18:08,D,Servicio con demora debido a un problematecnico en una formacion,00:13:54
06/08/2019 19:38,06/08/19,19:38:04,D,Servicio con demora,00:12:04
24/06/2019 13:24,24/06/19,13:24:02,D,Servicio limitado entre Catedral y J.Hernandez,00:12:02
19/07/2019 20:58,19/07/19,20:58:02,D,Con demora por procedimiento policial,00:12:00
11/04/2019 12:46,11/04/19,12:46:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:12:00
05/06/2019 16:50,05/06/19,16:50:02,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:12:00
21/05/2019 08:18,21/05/19,08:18:09,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:12:00
26/03/2019 20:58,26/03/19,20:58:11,D,Servicio con demora debido a un problematecnico en una formacion,00:11:58
02/12/2019 08:48,02/12/19,08:48:09,D,Servicio limitado entre las estaciones Catedral y Plaza Italia,00:11:55
12/03/2019 13:16,12/03/19,13:16:13,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:11:51
12/07/2019 22:44,12/07/19,22:44:04,D,Servicio con demora,00:10:05
05/07/2019 00:00,05/07/19,00:00:10,D,Servicio con demora,00:10:04
10/07/2019 20:52,10/07/19,20:52:06,D,Servicio con demora,00:10:04
06/08/2019 19:12,06/08/19,19:12:04,D,Servicio limitado entre Catedral y Aguero,00:10:04
31/05/2019 14:06,31/05/19,14:06:05,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:10:03
05/06/2019 17:08,05/06/19,17:08:02,D,Servicio con demora,00:10:02
30/07/2019 19:00,30/07/19,19:00:02,D,Servicio con demora,00:10:01
26/01/2019 15:56,26/01/19,15:56:03,D,Servicio con demora debido a un problematecnico,00:09:59
12/03/2019 13:04,12/03/19,13:04:10,D,Servicio limitado entre Catedral y Aguero,00:09:59
07/06/2019 18:22,07/06/19,18:22:05,D,Servicio limitado entre Catedral y Carranza,00:09:59
20/02/2019 18:04,20/02/19,18:04:04,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:09:59
14/06/2019 20:22,14/06/19,20:22:05,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:09:58
29/04/2019 17:46,29/04/19,17:46:08,D,Servicio con demora,00:09:54
18/06/2019 20:14,18/06/19,20:14:08,D,Servicio con demora debido a un problematecnico en una formacion,00:09:54
19/09/2019 22:12,19/09/19,22:12:11,D,Los trenes no se detienen en Callao,00:09:53
02/09/2019 10:28,02/09/19,10:28:11,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:09:52
04/07/2019 16:52,04/07/19,16:52:02,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:08:11
06/08/2019 19:24,06/08/19,19:24:03,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:08:05
03/11/2019 02:30,03/11/19,02:30:10,D,Servicio con demora,00:08:04
22/03/2019 22:00,22/03/19,22:00:03,D,Servicio limitado entre Catedral Y Plaza Italia,00:08:04
04/07/2019 17:08,04/07/19,17:08:02,D,Servicio con demora,00:08:02
12/07/2019 22:26,12/07/19,22:26:02,D,Servicio limitado entre Congreso de Tucuman y Palermo,00:08:01
20/02/2019 12:28,20/02/19,12:28:04,D,Servicio con demora debido a un problematecnico en una formacion,00:08:00
18/09/2019 16:24,18/09/19,16:24:02,D,Servicio limitado entre las estaciones Catedral y Carranza,00:08:00
07/05/2019 13:06,07/05/19,13:06:04,D,Servicio con demora,00:07:59
30/05/2019 12:24,30/05/19,12:24:11,D,Servicio con demora debido a un problematecnico en una formacion,00:07:59
16/01/2019 21:50,16/01/19,21:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:07:59
26/09/2019 11:50,26/09/19,11:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:07:58
21/07/2019 22:18,21/07/19,22:18:05,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:07:57
10/04/2019 22:40,10/04/19,22:40:12,D,Servicio con demora debido a un problematecnico,00:07:57
02/07/2019 16:30,02/07/19,16:30:13,D,Servicio con demora debido a un problematecnico en una formacion,00:07:57
28/07/2019 11:16,28/07/19,11:16:05,D,Servicio limitado entre Catedral y Carranza,00:07:57
25/03/2019 21:26,25/03/19,21:26:08,D,Servicio con demora debido a un problematecnico en una formacion,00:07:56
18/09/2019 16:36,18/09/19,16:36:08,D,Servicio con demora,00:07:54
26/11/2019 22:16,26/11/19,22:16:18,D,Servicio con demora,00:07:53
23/05/2019 11:02,23/05/19,11:02:09,D,Servicio limitado entre Catedral y Aguero,00:07:53
06/09/2019 16:04,06/09/19,16:04:11,D,Interrumpida por medida de fuerza gremial,00:07:51
04/11/2019 14:22,04/11/19,14:22:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,00:06:13
04/11/2019 14:14,04/11/19,14:14:06,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:06:12
22/03/2019 20:50,22/03/19,20:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:06:10
03/05/2019 13:52,03/05/19,13:52:02,D,Servicio con demora,00:06:07
01/04/2019 12:16,01/04/19,12:16:04,D,Servicio con demora debido a un problematecnico en una formacion,00:06:05
27/03/2019 19:50,27/03/19,19:50:14,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:06:02
12/04/2019 21:02,12/04/19,21:02:03,D,Servicio con demora debido a un problematecnico,00:06:00
10/05/2019 18:22,10/05/19,18:22:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:06:00
09/12/2019 17:58,09/12/19,17:58:10,D,Servicio limitado entre las estaciones Congreso de Tucuman y Pueyrredon,00:06:00
30/07/2019 18:50,30/07/19,18:50:14,D,Servicio limitado entre Catedral Y Plaza Italia,00:05:58
16/05/2019 09:46,16/05/19,09:46:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:05:58
16/05/2019 09:58,16/05/19,09:58:08,D,Servicio con demora,00:05:54
14/03/2019 19:38,14/03/19,19:38:09,D,Servicio con demora debido a un problematecnico,00:05:54
04/09/2019 12:08,04/09/19,12:08:09,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:05:53
10/04/2019 16:22,10/04/19,16:22:14,D,Servicio con demora,00:05:51
08/09/2019 11:10,08/09/19,11:10:14,D,Servicio limitado entre Catedral y Carranza,00:05:49
12/08/2019 21:32,12/08/19,21:32:02,D,Servicio con demora debido a un problematecnico en una formacion,00:04:10
26/11/2019 22:08,26/11/19,22:08:04,D,Servicio limitado entre las estaciones Congreso de Tucuman y Scalabrini Ortiz,00:04:09
29/08/2019 00:04,29/08/19,00:04:02,D,Interrumpida por medida de fuerza gremial,00:04:06
01/04/2019 12:24,01/04/19,12:24:03,D,Servicio con demora,00:04:06
24/06/2019 22:06,24/06/19,22:06:04,D,Servicio con demora debido a un problematecnico en una formacion,00:04:06
26/11/2019 22:02,26/11/19,22:02:12,D,Servicio con demora por procedimiento policial.,00:04:05
15/02/2019 01:26,15/02/19,01:26:02,D,Servicio con demora,00:04:04
12/07/2019 22:36,12/07/19,22:36:04,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:04:04
23/01/2019 21:20,23/01/19,21:20:07,D,Servicio con demora debido a un problematecnico en una formacion,00:04:01
03/03/2019 17:38,03/03/19,17:38:05,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:04:00
21/08/2019 23:40,21/08/19,23:40:03,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:03:59
31/05/2019 21:40,31/05/19,21:40:05,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:03:58
04/11/2019 18:46,04/11/19,18:46:06,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:03:57
26/07/2019 21:12,26/07/19,21:12:08,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:03:54
15/07/2019 19:50,15/07/19,19:50:12,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:03:51
14/08/2019 08:36,14/08/19,08:36:02,D,Interrumpida por medida de fuerza gremial,00:02:09
02/05/2019 22:22,02/05/19,22:22:02,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:02:07
18/09/2019 16:20,18/09/19,16:20:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:07
07/06/2019 18:18,07/06/19,18:18:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:07
12/03/2019 12:10,12/03/19,12:10:02,D,Servicio con demora,00:02:06
02/12/2019 09:06,02/12/19,09:06:05,D,Servicio con demora,00:02:05
16/01/2019 21:46,16/01/19,21:46:04,D,Servicio con demora,00:02:04
14/06/2019 20:36,14/06/19,20:36:02,D,Servicio con demora,00:02:02
29/10/2019 17:18,29/10/19,17:18:13,D,Servicio limitado entre las estaciones Congreso de Tucuman y 9 de Julio,00:02:02
11/03/2019 20:34,11/03/19,20:34:08,D,Servicio con demora,00:02:01
06/08/2019 19:08,06/08/19,19:08:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
26/07/2019 21:08,26/07/19,21:08:10,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
21/08/2019 23:36,21/08/19,23:36:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
12/07/2019 22:22,12/07/19,22:22:09,D,Servicio con demora,00:01:58
21/10/2019 16:50,21/10/19,16:50:07,D,Servicio limitado entre Catedral y J. Hernandez por arrollamiento de persona,00:01:55
07/05/2019 12:40,07/05/19,12:40:07,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:01:55
07/01/2019 11:46,07/01/19,11:46:09,D,Servicio limitado entre Catedral y J.Hernandez,00:01:54
05/06/2019 16:46,05/06/19,16:46:10,D,Servicio limitado entre Catedral y Aguero,00:01:52
24/06/2019 22:12,24/06/19,22:12:10,D,Servicio limitado entre Catedral y Aguero,00:01:52
10/06/2019 21:44,10/06/19,21:44:11,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:01:52
03/05/2019 13:44,03/05/19,13:44:10,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:01:52
29/10/2019 17:14,29/10/19,17:14:12,D,Servicio con demora debido a un problematecnico en una formacion,00:01:50
23/08/2019 17:32,23/08/19,17:32:12,D,Servicio limitado entre Catedral y Carranza,00:01:50
04/11/2019 18:52,04/11/19,18:52:15,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:01:48
29/05/2019 09:24,29/05/19,09:24:11,E,Servicio interrumpido por medida de fuerza gremial,19:33:52
11/05/2019 08:56,11/05/19,08:56:02,E,Sin servicio por obras vinculadas con su extension.,18:40:02
18/05/2019 09:04,18/05/19,09:04:07,E,Sin servicio por obras vinculadas con su extension.,17:51:54
04/10/2019 15:48,04/10/19,15:48:13,E,Servicio con demora,09:11:49
10/09/2019 12:34,10/09/19,12:34:09,E,Servicio con demora,08:57:54
16/06/2019 15:44,16/06/19,15:44:10,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,07:57:52
01/03/2019 08:56,01/03/19,08:56:04,E,Servicio limitado entre Plaza de los Virreyes y Belgrano,07:11:59
08/10/2019 18:32,08/10/19,18:32:04,E,Servicio con demora,06:28:07
28/08/2019 14:50,28/08/19,14:50:02,E,Servicio con demora,06:00:10
11/12/2019 16:58,11/12/19,16:58:04,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,05:33:58
08/10/2019 13:00,08/10/19,13:00:06,E,Servicio con demora debido a un problema tecnico,05:29:58
12/11/2019 08:32,12/11/19,08:32:16,E,Servicio limitado entre las estaciones Plaza de los Virreyes y Boedo,03:49:54
06/09/2019 16:14,06/09/19,16:14:08,E,Servicio interrumpido por medida de fuerza gremial,03:47:55
01/04/2019 10:32,01/04/19,10:32:09,E,Servicio con demora,03:40:00
05/05/2019 11:16,05/05/19,11:16:09,E,Por obras vinculadas con la extension : Inicia servicio a las 12 hs,03:35:59
25/05/2019 11:00,25/05/19,11:00:02,E,Por operativo de seguridad en lavia publica :Servicio limitado entre Belgrano y Virreyes,03:35:59
12/12/2019 12:08,12/12/19,12:08:08,E,Servicio con demora,03:33:57
21/03/2019 19:52,21/03/19,19:52:03,E,Servicio con demora debido a un problema tecnico en una formacion,03:20:06
15/10/2019 20:10,15/10/19,20:10:13,E,Servicio con demora,03:13:59
03/02/2019 22:36,03/02/19,22:36:02,E,Servicio con demora por obras de mejora,03:12:01
16/12/2019 20:22,16/12/19,20:22:03,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,03:12:00
23/08/2019 19:58,23/08/19,19:58:05,E,Servicio con demora,03:11:57
22/07/2019 09:56,22/07/19,09:56:10,E,Servicio Limitado entre Retiro y BolÃ?var,03:07:55
17/07/2019 20:22,17/07/19,20:22:02,E,Servicio con demora,03:06:10
04/10/2019 11:42,04/10/19,11:42:14,E,Servicio interrumpido debido a una causatecnica.,03:03:57
04/02/2019 10:04,04/02/19,10:04:03,E,Servicio con demora por obras de renovacion en zona de vias,03:00:05
07/01/2019 21:00,07/01/19,21:00:02,E,Servicio con demora por obras de renovacion en zona de vias,02:58:00
09/08/2019 18:20,09/08/19,18:20:03,E,Servicio con demora,02:52:09
25/08/2019 11:12,25/08/19,11:12:02,E,Servicio con demora,02:52:00
23/05/2019 17:40,23/05/19,17:40:10,E,Servicio con demora por trabajos vinculados a la extension de la linea,02:51:59
08/10/2019 09:32,08/10/19,09:32:01,E,Servicio con demora,02:50:01
25/09/2019 10:38,25/09/19,10:38:05,E,Servicio con demora,02:42:00
17/01/2019 23:54,17/01/19,23:54:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,02:41:59
05/10/2019 09:06,05/10/19,09:06:03,E,Servicio con demora,02:40:01
29/08/2019 00:10,29/08/19,00:10:13,E,Servicio interrumpido por medida de fuerza gremial,02:37:52
26/09/2019 09:32,26/09/19,09:32:02,E,Servicio con demora,02:36:00
05/02/2019 20:22,05/02/19,20:22:03,E,Servicio con demora debido a un problema tecnico en una formacion,02:32:00
21/11/2019 00:04,21/11/19,00:04:05,E,Servicio interrumpido por medida de fuerza gremial,02:28:03
24/09/2019 18:44,24/09/19,18:44:10,E,Servicio con demora debido a un problema tecnico,02:26:04
12/08/2019 20:54,12/08/19,20:54:11,E,Servicio con demora debido a un problema tecnico en una formacion,02:21:53
30/04/2019 00:52,30/04/19,00:52:02,E,Por obras de extension: Ha finalizado su servicio.,02:16:08
10/05/2019 00:40,10/05/19,00:40:02,E,Cerrada por obras vinculadas con su extension.,02:16:07
24/09/2019 15:52,24/09/19,15:52:02,E,Servicio con demora,02:16:01
23/05/2019 13:20,23/05/19,13:20:06,E,Servicio limitado entre Bolivar y Entre Rios,02:11:58
03/02/2019 12:22,03/02/19,12:22:07,E,Servicio con demora,02:11:56
11/05/2019 00:32,11/05/19,00:32:08,E,Sin servicio por obras vinculadas con su extension.,02:11:56
27/02/2019 21:06,27/02/19,21:06:04,E,Servicio con demora por obras de renovacion en zona de vias,02:10:02
28/04/2019 01:06,28/04/19,01:06:01,E,Por obras de extension: Ha finalizado su servicio.,02:10:01
09/05/2019 00:46,09/05/19,00:46:10,E,Cerrada por obras vinculadas con su extension.,02:09:59
03/04/2019 12:30,03/04/19,12:30:02,E,Servicio con demora debido a un problema tecnico en una formacion,02:06:02
08/08/2019 21:04,08/08/19,21:04:06,E,Servicio con demora,02:05:56
08/05/2019 00:32,08/05/19,00:32:02,E,Cerrada por obras vinculadas con su extension.,02:04:07
08/06/2019 11:44,08/06/19,11:44:02,E,Servicio imitado entre Retiro y Belgrano,02:04:02
12/07/2019 21:44,12/07/19,21:44:01,E,Servicio con demora debido a un problema tecnico en una formacion,02:04:01
20/12/2019 18:50,20/12/19,18:50:11,E,Servicio con demora debido a un problema tecnico,02:03:53
01/02/2019 16:34,01/02/19,16:34:03,E,Interrumpida por medida de fuerza gremial,02:02:07
