FECHA Y HORA,FECHA,HORA,LINEA,MOTIVO,DURACION
24/05/2019 11:34,24/05/19,11:34:04,B,Con demora debido a la atención médica a un usuario a bordo de formación,00:16:05
10/05/2019 17:02,10/05/19,17:02:04,B,Servicio con demora,00:16:00
07/06/2019 22:12,07/06/19,22:12:02,B,Servicio con demora,00:15:59
31/05/2019 21:22,31/05/19,21:22:03,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:15:59
03/10/2019 17:36,03/10/19,17:36:06,B,Servicio con demora,00:15:56
15/05/2019 16:46,15/05/19,16:46:09,B,Servicio con demora,00:15:53
05/07/2019 10:44,05/07/19,10:44:10,B,Servicio con demora debido a un problema técnico en una formación,00:15:52
15/07/2019 15:02,15/07/19,15:02:10,B,Servicio con demora debido a un problema técnico en una formación,00:15:52
18/12/2019 16:44,18/12/19,16:44:11,B,Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano,00:15:52
27/05/2019 20:30,27/05/19,20:30:11,B,Servicio con demora debido a un problema técnico en una formación,00:15:51
12/10/2019 15:30,12/10/19,15:30:12,B,Servicio con demora,00:15:50
20/11/2019 13:44,20/11/19,13:44:04,B,Servicio con demora por una formación detenida debido a una causa técnica.,00:14:12
26/03/2019 19:48,26/03/19,19:48:02,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:14:07
14/11/2019 19:52,14/11/19,19:52:07,B,Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano,00:14:07
15/12/2019 18:26,15/12/19,18:26:02,B,Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano,00:14:04
10/05/2019 13:56,10/05/19,13:56:02,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:14:03
13/02/2019 20:08,13/02/19,20:08:02,B,Interrupción debido a un problema técnico en una formación,00:14:02
15/01/2019 23:46,15/01/19,23:46:08,B,Los trenes no se detienen en Uruguay con destino a L. N. Alem,00:14:00
06/12/2019 22:34,06/12/19,22:34:02,B,Servicio con demora,00:14:00
13/09/2019 10:28,13/09/19,10:28:03,B,Con demora debido a la atención médica a un usuario a bordo de formación,00:13:59
16/10/2019 20:28,16/10/19,20:28:11,B,Servicio con demora por formación detenida debido a una causa técnica.,00:13:59
03/09/2019 22:00,03/09/19,22:00:11,B,Servicio limitado entre L. N. Alem y Los Incas,00:13:58
27/12/2019 21:14,27/12/19,21:14:08,B,Servicio limitado entre las estaciones Leandro N. Alem y Los Incas,00:13:57
18/12/2019 17:08,18/12/19,17:08:10,B,Servicio con demora,00:13:52
26/06/2019 12:18,26/06/19,12:18:10,B,Servicio con demora debido a un problema técnico en una formación,00:13:52
09/10/2019 22:52,09/10/19,22:52:10,B,Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini,00:13:52
03/10/2019 16:38,03/10/19,16:38:13,B,Servicio con demora por procedimiento policial.,00:13:50
12/09/2019 15:52,12/09/19,15:52:03,B,Servicio con demora debido a un problema técnico en una formación,00:12:08
27/05/2019 14:22,27/05/19,14:22:02,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:12:08
03/05/2019 13:46,03/05/19,13:46:02,B,Servicio con demora,00:12:07
31/10/2019 12:06,31/10/19,12:06:03,B,Servicio con demora debido a la atención médica a un usuario.,00:12:06
11/03/2019 16:24,11/03/19,16:24:09,B,Servicio con demora debido a un problema técnico,00:12:01
28/11/2019 20:06,28/11/19,20:06:12,B,Servicio con demora debido a una causa técnica.,00:12:01
23/09/2019 20:44,23/09/19,20:44:02,B,Servicio con demora,00:12:00
23/11/2019 21:12,23/11/19,21:12:16,B,Los trenes no se detienen en las estación Angél Gallardo con destino a J. M. Rosas,00:11:53
10/05/2019 14:14,10/05/19,14:14:10,B,Servicio con demora,00:11:53
10/06/2019 20:54,10/06/19,20:54:09,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:11:53
15/07/2019 16:36,15/07/19,16:36:10,B,Servicio con demora debido a un problema técnico en una formación,00:11:52
07/11/2019 19:50,07/11/19,19:50:19,B,Servicio con demora debido a una causa técnica.,00:11:45
28/03/2019 21:56,28/03/19,21:56:02,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:10:09
12/07/2019 22:50,12/07/19,22:50:02,B,Con demora debido a la atención médica a un usuario a bordo de formación,00:10:07
10/05/2019 13:44,10/05/19,13:44:04,B,Servicio con demora debido a un problema técnico en una formación,00:10:06
22/10/2019 18:36,22/10/19,18:36:03,B,Servicio con demora,00:10:05
02/07/2019 19:20,02/07/19,19:20:08,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:10:04
18/06/2019 12:38,18/06/19,12:38:02,B,Servicio con demora debido a un problema técnico en una formación,00:10:03
12/08/2019 20:34,12/08/19,20:34:03,B,Servicio con demora debido a un problema técnico en una formación,00:10:03
20/08/2019 17:04,20/08/19,17:04:10,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:10:01
11/02/2019 21:26,11/02/19,21:26:02,B,Con demora debido a un problema operativo,00:10:00
02/07/2019 10:26,02/07/19,10:26:02,B,Servicio con demora,00:09:59
07/10/2019 20:32,07/10/19,20:32:05,B,Servicio con demora debido a una causa técnica.,00:09:59
15/08/2019 16:56,15/08/19,16:56:05,B,Servicio limitado entre L. N. Alem y Federico Lacroze,00:09:59
15/01/2019 23:34,15/01/19,23:34:04,B,Los trenes no se detienen en Uruguay,00:09:58
28/03/2019 16:34,28/03/19,16:34:04,B,Servicio con demora debido a un problema técnico,00:09:58
25/10/2019 21:12,25/10/19,21:12:06,B,Servicio limitado entre las estaciones Alem - Galardo y Lacroze - Rosas,00:09:58
09/06/2019 11:48,09/06/19,11:48:05,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:09:57
25/03/2019 14:32,25/03/19,14:32:09,B,Servicio con demora,00:09:55
22/10/2019 17:32,22/10/19,17:32:11,B,Servicio con demora debido a la atención médica a un usuario a bordo de formación,00:09:55
20/03/2019 14:08,20/03/19,14:08:07,B,Servicio con demora debido a un problema técnico,00:09:55
24/05/2019 11:52,24/05/19,11:52:10,B,Servicio con demora debido a la atención médica a un usuario,00:09:54
02/07/2019 20:52,02/07/19,20:52:11,B,Servicio con demora debido a un problema técnico,00:09:54
12/06/2019 20:50,12/06/19,20:50:12,B,Servicio con demora debido a un problema técnico en una formación,00:09:51
07/05/2019 13:50,07/05/19,13:50:12,B,Servicio con demora,00:09:50
06/09/2019 16:02,06/09/19,16:02:19,B,Interrumpida por medida de fuerza gremial,00:09:43
20/08/2019 19:08,20/08/19,19:08:02,B,Servicio limitado entre L. N. Alem y Federico Lacroze,00:08:08
31/10/2019 13:58,31/10/19,13:58:06,B,Servicio con demora debido a la atención médica a un usuario a bordo de formación,00:08:06
11/07/2019 00:16,11/07/19,00:16:05,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:08:06
11/11/2019 16:10,11/11/19,16:10:11,B,Servicio con demora por una formación detenida debido a una causa técnica.,00:08:05
08/02/2019 17:58,08/02/19,17:58:03,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:08:05
15/08/2019 17:10,15/08/19,17:10:03,B,Servicio con demora,00:08:03
09/10/2019 23:12,09/10/19,23:12:09,B,Servicio con demora,00:08:03
02/07/2019 10:14,02/07/19,10:14:07,B,Servicio limitado entre L. N. Alem y Los Incas,00:08:03
27/02/2019 11:54,27/02/19,11:54:05,B,Interrupción debido a un problema técnico en una formación,00:08:01
16/08/2019 12:28,16/08/19,12:28:14,B,Servicio con demora debido a un problema técnico,00:08:01
06/05/2019 11:06,06/05/19,11:06:02,B,Servicio con demora debido a la atención médica a un usuario,00:08:00
06/02/2019 15:48,06/02/19,15:48:09,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:08:00
02/05/2019 08:42,02/05/19,08:42:03,B,Interrupción debido a un problema técnico,00:07:59
24/06/2019 19:40,24/06/19,19:40:11,B,Servicio con demora debido a un problema técnico,00:07:59
25/06/2019 21:40,25/06/19,21:40:12,B,Servicio con demora,00:07:56
13/02/2019 20:26,13/02/19,20:26:07,B,Servicio con demora debido a un problema técnico en una formación,00:07:55
02/10/2019 15:34,02/10/19,15:34:09,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:07:55
08/04/2019 21:30,08/04/19,21:30:10,B,Servicio limitado entre L. N. Alem y Los Incas,00:07:53
08/04/2019 21:40,08/04/19,21:40:20,B,Servicio limitado entre L.N. Alem y Los Incas,00:07:44
28/03/2019 19:22,28/03/19,19:22:02,B,Servicio con demora debido a un problema técnico,00:06:09
14/06/2019 18:16,14/06/19,18:16:03,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:06:08
13/03/2019 21:46,13/03/19,21:46:01,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:06:08
14/07/2019 14:12,14/07/19,14:12:02,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:06:08
11/04/2019 12:30,11/04/19,12:30:07,B,Con demora debido a la atención médica a un usuario a bordo de formación,00:06:07
23/11/2019 21:26,23/11/19,21:26:12,B,Los trenes no se detienen en la estación A. Gallardo con destino a J.M. Rosas,00:06:07
31/10/2019 11:44,31/10/19,11:44:03,B,Servicio con demora por una formación detenida debido a una causa técnica.,00:06:07
29/10/2019 09:46,29/10/19,09:46:07,B,Servicio con demora,00:06:06
20/08/2019 21:52,20/08/19,21:52:02,B,Con demora debido a un problema operativo,00:06:05
02/07/2019 17:20,02/07/19,17:20:02,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:06:03
02/07/2019 08:46,02/07/19,08:46:01,B,Servicio limitado entre L. N. Alem y Los Incas,00:06:03
27/05/2019 14:14,27/05/19,14:14:09,B,Servicio con demora debido a un problema técnico en una formación,00:06:02
22/10/2019 18:24,22/10/19,18:24:12,B,Servicio limitado: Alem - A. Gallardo Dorrego - J.M. Rosas,00:06:02
27/08/2019 12:14,27/08/19,12:14:02,B,Servicio con demora debido a un problema técnico en una formación,00:06:00
20/12/2019 13:38,20/12/19,13:38:02,B,Servicio con demora por una formación detenida debido a una causa técnica.,00:06:00
02/10/2019 15:26,02/10/19,15:26:09,B,Servicio limitado entre las estaciones Leandro N. Alem y Angel Gallardo,00:06:00
03/07/2019 01:26,03/07/19,01:26:04,B,Con demora hacia J. M. de Rosas debido a un problema técnico,00:05:59
02/07/2019 21:50,02/07/19,21:50:06,B,Servicio con demora,00:05:59
10/04/2019 14:44,10/04/19,14:44:12,B,Con demora por una formación detenida debido a un problema técnico,00:05:58
04/05/2019 14:40,04/05/19,14:40:09,B,Servicio interrumpido,00:05:58
27/12/2019 21:32,27/12/19,21:32:08,B,Servicio con demora,00:05:57
31/12/2019 20:12,31/12/19,20:12:05,B,Servicio con demora debido a una causa técnica.,00:05:57
20/03/2019 13:56,20/03/19,13:56:11,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:05:56
15/04/2019 15:58,15/04/19,15:58:11,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:05:56
23/09/2019 20:30,23/09/19,20:30:13,B,Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini,00:05:55
06/12/2019 22:24,06/12/19,22:24:07,B,Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano,00:05:55
07/05/2019 13:40,07/05/19,13:40:11,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:05:51
09/10/2019 22:46,09/10/19,22:46:02,B,Servicio con demora por formación detenida debido a una causa técnica.,00:04:06
10/05/2019 16:22,10/05/19,16:22:08,B,Servicio con demora debido a un problema técnico,00:04:03
10/05/2019 16:28,10/05/19,16:28:03,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:04:02
31/07/2019 20:30,31/07/19,20:30:02,B,Con demora por procedimiento policial,00:04:01
03/12/2019 21:04,03/12/19,21:04:01,B,Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze,00:04:01
01/02/2019 10:22,01/02/19,10:22:02,B,Servicio con demora debido a un problema técnico en una formación,00:04:00
23/07/2019 18:48,23/07/19,18:48:10,B,Servicio con demora debido a un problema técnico en una formación,00:04:00
09/01/2019 20:20,09/01/19,20:20:02,B,Servicio con demora debido a un problema técnico en una formación,00:04:00
07/05/2019 13:34,07/05/19,13:34:02,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:04:00
03/10/2019 17:28,03/10/19,17:28:03,B,Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini,00:04:00
25/06/2019 21:28,25/06/19,21:28:07,B,Servicio con demora,00:03:55
31/05/2019 21:16,31/05/19,21:16:10,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:03:54
05/07/2019 20:40,05/07/19,20:40:11,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:03:52
14/08/2019 08:36,14/08/19,08:36:02,B,Interrumpida por medida de fuerza gremial,00:02:09
20/08/2019 17:00,20/08/19,17:00:02,B,Servicio con demora debido a un problema técnico en una formación,00:02:09
05/12/2019 18:02,05/12/19,18:02:02,B,Servicio con demora,00:02:07
13/02/2019 20:04,13/02/19,20:04:02,B,Servicio con demora debido a un problema técnico en una formación,00:02:06
03/09/2019 22:20,03/09/19,22:20:05,B,Servicio con demora,00:02:04
14/06/2019 18:12,14/06/19,18:12:05,B,Servicio con demora debido a la atención médica a un usuario,00:02:03
09/04/2019 12:18,09/04/19,12:18:02,B,Servicio con demora,00:02:01
28/05/2019 15:56,28/05/19,15:56:03,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:02:01
19/10/2019 23:32,19/10/19,23:32:04,B,Los trenes ya se detienen en todas las estaciones,00:02:00
16/08/2019 14:54,16/08/19,14:54:02,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:02:00
27/02/2019 20:34,27/02/19,20:34:03,B,Servicio con demora debido a un problema técnico en una formación,00:01:59
08/08/2019 21:22,08/08/19,21:22:06,B,Servicio limitado entre L. N. Alem y Los Incas,00:01:59
12/08/2019 20:30,12/08/19,20:30:10,B,Con demora por una formación detenida debido a un problema técnico,00:01:52
29/07/2019 21:28,29/07/19,21:28:13,B,Servicio con demora debido a un problema técnico en una formación,00:01:50
29/05/2019 09:24,29/05/19,09:24:11,C,Servicio interrumpido por medida de fuerza gremial,19:33:52
16/06/2019 15:44,16/06/19,15:44:10,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,08:25:54
28/07/2019 10:56,28/07/19,10:56:11,C,Iniciara su servicio a las 13 hs por obras relacionadas a la Central Obelisco,05:41:55
11/09/2019 13:18,11/09/19,13:18:04,C,Servicio con demora por procedimiento policial.,04:52:03
06/09/2019 16:14,06/09/19,16:14:08,C,Servicio interrumpido por medida de fuerza gremial,03:47:55
01/03/2019 12:10,01/03/19,12:10:03,C,Los trenes no se detienen en Av. de Mayo,03:40:10
29/08/2019 00:10,29/08/19,00:10:13,C,Servicio interrumpido por medida de fuerza gremial,02:37:52
21/11/2019 00:02,21/11/19,00:02:04,C,Servicio interrumpido por medida de fuerza gremial,02:30:04
25/11/2019 23:56,25/11/19,23:56:11,C,Servicio interrumpido por medida de fuerza gremial,02:27:58
19/01/2019 15:44,19/01/19,15:44:02,C,Servicio interrumpido,01:54:06
14/08/2019 08:40,14/08/19,08:40:05,C,Servicio interrumpido por medida de fuerza gremial,01:50:13
08/08/2019 08:36,08/08/19,08:36:11,C,Interrumpida por medida de fuerza gremial,01:45:57
12/02/2019 12:10,12/02/19,12:10:08,C,Servicio con demora,01:44:00
27/11/2019 19:38,27/11/19,19:38:04,C,Servicio interrumpido por procedimiento policial,01:40:16
19/10/2019 17:56,19/10/19,17:56:03,C,Los trenes no se detienen en la estacion Diagonal Norte por operativo de seguridad.,01:36:07
19/10/2019 20:36,19/10/19,20:36:13,C,Los trenes no se detienen en las estaciones Diagonal Norte e Independencia,01:35:57
01/03/2019 09:42,01/03/19,09:42:04,C,Los trenes no se detienen en Av. de Mayo,01:28:02
24/06/2019 18:06,24/06/19,18:06:01,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,01:22:09
05/09/2019 12:24,05/09/19,12:24:09,C,Con demora por mayor afluencia de usuarios debido a una manifestacion en la via publica,01:19:55
19/10/2019 22:14,19/10/19,22:14:05,C,Los trenes no se detienen en las estaciones Diagonal Norte Lavalle e Independencia,01:15:59
06/08/2019 16:50,06/08/19,16:50:13,C,Interrupcion debido a un problema tecnico en una formacion,01:15:56
05/11/2019 13:24,05/11/19,13:24:08,C,Interrupcion debido a un problema tecnico en una formacion,01:13:55
08/03/2019 21:58,08/03/19,21:58:03,C,Servicio con demora,01:10:04
10/09/2019 12:42,10/09/19,12:42:02,C,Interrupcion debido a un problema tecnico en una formacion,01:08:13
20/09/2019 10:36,20/09/19,10:36:04,C,Servicio con demora,01:07:59
09/05/2019 22:00,09/05/19,22:00:03,C,Interrupcion debido a un problema tecnico en una formacion,01:06:04
07/05/2019 09:52,07/05/19,09:52:07,C,Servicio con demora,01:03:55
26/12/2019 12:34,26/12/19,12:34:01,C,Interrupcion debido a un problema tecnico en una formacion,01:00:01
01/03/2019 08:36,01/03/19,08:36:04,C,Los trenes no se detienen en Av. de Mayo,01:00:01
19/10/2019 19:34,19/10/19,19:34:05,C,Trenes no se detienen en Diagonal Norte por operativo de seguridad en superficie,01:00:01
18/03/2019 16:38,18/03/19,16:38:02,C,Interrupcion debido a un problema tecnico en una formacion,00:58:06
14/11/2019 11:46,14/11/19,11:46:07,C,Interrupcion debido a un problema tecnico en una formacion,00:58:00
04/09/2019 08:32,04/09/19,08:32:04,C,Servicio interrumpido,00:53:59
29/05/2019 08:26,29/05/19,08:26:11,C,Servicio interrumpido por medida de fuerza gremial,00:53:51
27/08/2019 16:44,27/08/19,16:44:09,C,Interrupcion debido a un problema tecnico en una formacion,00:51:53
09/05/2019 16:30,09/05/19,16:30:02,C,Servicio limitado entre Independencia y Retiro,00:48:00
17/10/2019 21:20,17/10/19,21:20:02,C,Interrupcion debido a un problema tecnico en una formacion,00:46:09
19/06/2019 21:52,19/06/19,21:52:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:45:59
16/04/2019 15:44,16/04/19,15:44:05,C,Servicio interrumpido,00:42:05
23/12/2019 16:22,23/12/19,16:22:09,C,Interrupcion debido a un problema tecnico en una formacion,00:42:00
27/09/2019 17:58,27/09/19,17:58:05,C,Servicio con demora,00:39:57
20/05/2019 16:36,20/05/19,16:36:12,C,Interrupcion debido a un problema tecnico en una formacion,00:39:51
09/05/2019 08:48,09/05/19,08:48:02,C,Interrupcion debido a un problema tecnico en una formacion,00:38:07
30/05/2019 11:58,30/05/19,11:58:02,C,Interrupcion debido a un problema tecnico en una formacion,00:38:05
11/09/2019 12:18,11/09/19,12:18:02,C,Servicio interrumpido,00:36:10
06/11/2019 21:30,06/11/19,21:30:03,C,Servicio con demora,00:34:09
14/08/2019 15:18,14/08/19,15:18:12,C,Los trenes no se detienen en Av. de Mayo y circula con demora.,00:32:06
14/08/2019 15:52,14/08/19,15:52:10,C,Los trenes no se detienen en San Juan y Av. de Mayo,00:32:01
27/06/2019 09:42,27/06/19,09:42:02,C,Interrupcion debido a un problema tecnico en una formacion,00:30:12
29/03/2019 19:34,29/03/19,19:34:02,C,Servicio con demora,00:30:11
21/06/2019 12:24,21/06/19,12:24:07,C,Servicio con demora,00:30:03
15/07/2019 22:10,15/07/19,22:10:09,C,Interrupcion debido a un problema tecnico en una formacion,00:28:01
20/05/2019 17:24,20/05/19,17:24:03,C,Servicio con demora,00:26:05
01/03/2019 11:18,01/03/19,11:18:05,C,Los trenes no se detienen en Av. de Mayo,00:26:01
19/12/2019 17:22,19/12/19,17:22:02,C,Servicio con demora,00:24:03
21/05/2019 17:20,21/05/19,17:20:04,C,Interrupcion debido a un problema tecnico en una formacion,00:24:00
24/05/2019 18:58,24/05/19,18:58:09,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:23:58
26/06/2019 11:20,26/06/19,11:20:04,C,Interrupcion debido a un problema tecnico en una formacion,00:23:57
30/09/2019 11:22,30/09/19,11:22:12,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:20:00
15/02/2019 16:02,15/02/19,16:02:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:20:00
12/04/2019 20:24,12/04/19,20:24:09,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:19:54
11/09/2019 12:56,11/09/19,12:56:09,C,Servicio con demora por procedimiento policial.,00:19:53
27/11/2019 21:24,27/11/19,21:24:03,C,Servicio con demora,00:18:01
15/07/2019 22:44,15/07/19,22:44:04,C,Servicio con demora,00:18:00
16/04/2019 16:32,16/04/19,16:32:03,C,Servicio con demora,00:17:59
26/03/2019 10:46,26/03/19,10:46:03,C,Interrupcion debido a un problema tecnico en una formacion,00:16:06
05/07/2019 18:28,05/07/19,18:28:03,C,Servicio con demora,00:16:00
01/03/2019 11:50,01/03/19,11:50:07,C,Los trenes no se detienen en Av. de Mayo,00:15:56
30/05/2019 12:42,30/05/19,12:42:08,C,Servicio con demora,00:15:55
04/09/2019 20:30,04/09/19,20:30:12,C,Con demora por procedimiento policial,00:15:51
05/02/2019 18:52,05/02/19,18:52:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:07
03/04/2019 19:54,03/04/19,19:54:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:06
08/08/2019 21:06,08/08/19,21:06:12,C,Interrupcion debido a un problema tecnico en una formacion,00:14:05
23/01/2019 12:38,23/01/19,12:38:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:02
09/05/2019 16:14,09/05/19,16:14:09,C,Servicio interrumpido,00:14:01
30/05/2019 11:42,30/05/19,11:42:04,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:14:00
12/09/2019 21:46,12/09/19,21:46:06,C,Con demora por procedimiento policial,00:14:00
04/09/2019 12:30,04/09/19,12:30:12,C,Con demora por procedimiento policial,00:13:50
09/11/2019 16:22,09/11/19,16:22:08,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:12:07
25/11/2019 23:42,25/11/19,23:42:04,C,Servicio interrumpido,00:12:06
06/11/2019 21:12,06/11/19,21:12:07,C,Interrupcion debido a un problema tecnico en una formacion,00:12:04
27/09/2019 17:42,27/09/19,17:42:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:12:02
22/05/2019 09:46,22/05/19,09:46:01,C,Interrupcion debido a un problema tecnico en una formacion,00:12:01
10/05/2019 09:44,10/05/19,09:44:03,C,Interrupcion debido a un problema tecnico en una formacion,00:12:00
25/01/2019 11:40,25/01/19,11:40:08,C,Interrupcion debido a un problema tecnico en una formacion,00:11:55
12/02/2019 11:50,12/02/19,11:50:10,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:11:52
27/09/2019 19:24,27/09/19,19:24:12,C,Servicio con demora por procedimiento policial.,00:11:51
29/10/2019 16:24,29/10/19,16:24:15,C,Servicio con demora,00:11:47
28/11/2019 19:16,28/11/19,19:16:03,C,Servicio con demora por procedimiento policial.,00:10:11
14/08/2019 15:06,14/08/19,15:06:10,C,Los trenes no se detienen en Av. de Mayo,00:10:01
24/02/2019 22:40,24/02/19,22:40:09,C,Interrupcion debido a un problema tecnico en una formacion,00:09:57
06/09/2019 16:02,06/09/19,16:02:19,C,Interrumpida por medida de fuerza gremial,00:09:43
22/05/2019 10:02,22/05/19,10:02:02,C,Servicio con demora,00:08:09
04/01/2019 19:02,04/01/19,19:02:02,C,Servicio interrumpido,00:08:07
12/09/2019 13:02,12/09/19,13:02:04,C,Con demora por procedimiento policial,00:08:06
14/08/2019 14:56,14/08/19,14:56:03,C,Servicio con demora,00:08:00
14/11/2019 12:46,14/11/19,12:46:16,C,Servicio con demora,00:07:51
11/12/2019 16:42,11/12/19,16:42:01,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:06:09
05/07/2019 18:16,05/07/19,18:16:07,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:06:04
24/06/2019 19:34,24/06/19,19:34:10,C,Servicio con demora,00:06:01
28/08/2019 11:44,28/08/19,11:44:05,C,Interrupcion debido a un problema tecnico en una formacion,00:05:57
29/10/2019 16:10,29/10/19,16:10:08,C,Servicio interrumpido,00:05:57
14/08/2019 14:40,14/08/19,14:40:16,C,Servicio interrumpido,00:05:47
23/10/2019 14:36,23/10/19,14:36:06,C,Interrupcion debido a un problema tecnico en una formacion,00:04:09
29/08/2019 00:04,29/08/19,00:04:02,C,Interrumpida por medida de fuerza gremial,00:04:06
29/03/2019 19:24,29/03/19,19:24:03,C,Interrupcion debido a un problema tecnico en una formacion,00:04:05
28/08/2019 12:34,28/08/19,12:34:04,C,Interrupcion debido a un problema tecnico en una formacion,00:04:03
01/03/2019 08:24,01/03/19,08:24:02,C,Los trenes no se detienen en Av. de Mayo,00:04:02
19/01/2019 15:36,19/01/19,15:36:04,C,Servicio interrumpido,00:04:01
24/08/2019 13:16,24/08/19,13:16:03,C,Interrupcion debido a un problema tecnico en una formacion,00:04:00
21/06/2019 12:06,21/06/19,12:06:10,C,Servicio interrumpido,00:03:59
28/10/2019 19:46,28/10/19,19:46:08,C,Servicio interrumpido por procedimiento policial,00:03:54
30/03/2019 12:18,30/03/19,12:18:09,C,Interrupcion debido a un problema tecnico en una formacion,00:03:52
14/08/2019 16:26,14/08/19,16:26:17,C,Los trenes ya se detienen en todas las estaciones,00:03:46
14/08/2019 08:36,14/08/19,08:36:02,C,Interrumpida por medida de fuerza gremial,00:02:09
24/06/2019 18:02,24/06/19,18:02:07,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:02:03
01/03/2019 15:52,01/03/19,15:52:04,C,Los trenes ya se detienen en todas las estaciones,00:02:01
19/12/2019 17:16,19/12/19,17:16:05,C,Interrupcion debido a un problema tecnico en una formacion,00:02:00
19/10/2019 23:32,19/10/19,23:32:04,C,Los trenes ya se detienen en todas las estaciones,00:02:00
11/12/2019 16:38,11/12/19,16:38:12,C,Servicio con demora,00:02:00
07/05/2019 09:28,07/05/19,09:28:08,C,Interrupcion debido a un problema tecnico en una formacion,00:01:56
23/05/2019 08:36,23/05/19,08:36:09,C,Servicio interrumpido,00:01:55
28/03/2019 18:10,28/03/19,18:10:13,C,Servicio interrumpido,00:01:55
27/06/2019 09:38,27/06/19,09:38:15,C,Interrupcion debido a un problema tecnico en una formacion,00:01:48
29/05/2019 09:24,29/05/19,09:24:11,D,Servicio interrumpido por medida de fuerza gremial,19:33:52
01/03/2019 08:24,01/03/19,08:24:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,07:30:03
16/06/2019 15:44,16/06/19,15:44:10,D,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,04:56:00
06/09/2019 16:14,06/09/19,16:14:08,D,Servicio interrumpido por medida de fuerza gremial,03:47:55
25/05/2019 11:00,25/05/19,11:00:02,D,Con demora por procedimiento policial,03:35:59
04/11/2019 14:52,04/11/19,14:52:04,D,Servicio con demora debido a un problematecnico en una formacion,03:08:08
07/03/2019 12:14,07/03/19,12:14:07,D,Servicio con demora por medida de fuerza gremial,03:00:01
20/11/2019 08:32,20/11/19,08:32:05,D,Servicio interrumpido por medida de fuerza gremial,02:58:19
05/02/2019 22:42,05/02/19,22:42:04,D,Los trenes no se detienen en Jose Hernandez,02:46:03
27/03/2019 19:58,27/03/19,19:58:03,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,02:41:59
16/07/2019 08:40,16/07/19,08:40:08,D,Interrumpida por medida de fuerza gremial,02:39:58
29/08/2019 00:10,29/08/19,00:10:13,D,Servicio interrumpido por medida de fuerza gremial,02:37:52
